trip_id,trip_type,service_date,bus_id,slot_type,desired_start_dt,candidate_start_dt,latest_start_dt,available_after_dt,required_buffer_min,projected_span_min,split_reset_flag,variant_seed,feasible_flag,reason
ORT_0049,IN,2026-04-06,3,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-07 00:13:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,3,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-07 00:13:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,3,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-07 00:13:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,3,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:13:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,3,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:13:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,4,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:48.000000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,4,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:48.000000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,4,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:48.000000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,4,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:48.000000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,4,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:48.000000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,5,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 21:17:04.800000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,5,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 21:17:04.800000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,5,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 21:17:04.800000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,5,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:17:04.800000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,5,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:17:04.800000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,6,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-07 01:16:44.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,6,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-07 01:16:44.400000,30,0.0,False,0,False,buffer_violation
