trip_id,cluster_id,window_type,window_time,store_sequence,store_count,passenger_count,capacity,route_distance_km,trip_duration_min,trip_start_time,trip_end_time,occupancy
OUT_0700PM_C96_T2,96,OUT,07:00 PM,TGIF - Gate Mall | KFC - Al Mangaf | KFC - Sabah Al Salem 2 | KFC - Sabah Al Ahmad 2,4,25,25,122.25,203,07:00 PM,10:23 PM,1.0
OUT_0700PM_C96_T3,96,OUT,07:00 PM,KFC - Sabah Al Ahmad 2 | BR - Sabah Al Ahmed Coop,2,19,25,83.08,134,07:00 PM,09:14 PM,0.76
OUT_0700PM_C97_T1,97,OUT,07:00 PM,KFC - Khiran Outlet | BR - Khiran Outlet,2,21,25,114.59,181,07:00 PM,10:01 PM,0.84
OUT_0800AM_C98_T1,98,OUT,08:00 AM,KFC - Al Zahr,1,7,25,11.65,22,08:00 AM,08:22 AM,0.28
OUT_0800PM_C99_T1,99,OUT,08:00 PM,KFC - Adan | Hardees - Adan,2,25,25,21.19,41,08:00 PM,08:41 PM,1.0
OUT_0800PM_C99_T2,99,OUT,08:00 PM,Hardees - Adan | Hardees - Al Qureen | BR - Qurain 3 | KFC - Sabah Al Salem 2,4,25,25,27.33,60,08:00 PM,09:00 PM,1.0
OUT_0800PM_C99_T3,99,OUT,08:00 PM,KFC - Sabah Al Salem 2 | KFC - S Al Salem,2,25,25,26.54,49,08:00 PM,08:49 PM,1.0
OUT_0800PM_C99_T4,99,OUT,08:00 PM,KFC - S Al Salem | BR - Sabah Al Salem Block 1 | Hardees - Sabah Al Salem,3,25,25,31.3,61,08:00 PM,09:01 PM,1.0
OUT_0800PM_C99_T5,99,OUT,08:00 PM,Hardees - Sabah Al Salem | Hardees - Sabah Al Salem Block,2,8,25,30.41,55,08:00 PM,08:55 PM,0.32
OUT_0800PM_C100_T1,100,OUT,08:00 PM,KFC - Fahaheel | BR - Fahaheel | Hardees - Al Fahaheel,3,25,25,15.58,38,08:00 PM,08:38 PM,1.0
OUT_0800PM_C100_T2,100,OUT,08:00 PM,Hardees - Al Fahaheel | KFC - Al Ahmadi | Hardees - Al Ahmadi,3,25,25,23.35,50,08:00 PM,08:50 PM,1.0
OUT_0800PM_C100_T3,100,OUT,08:00 PM,Hardees - Al Ahmadi | Hardees - Om El Himan | BR - Om El Haiman,3,25,25,45.7,83,08:00 PM,09:23 PM,1.0
OUT_0800PM_C100_T4,100,OUT,08:00 PM,BR - Om El Haiman,1,8,25,41.67,67,08:00 PM,09:07 PM,0.32
OUT_0800PM_C101_T1,101,OUT,08:00 PM,Hardees - Al Zahr | KFC Mubarek El-Kaber(Qurain 2),2,25,25,14.52,31,08:00 PM,08:31 PM,1.0
OUT_0800PM_C101_T2,101,OUT,08:00 PM,KFC Mubarek El-Kaber(Qurain 2) | Hardees - Al Qureen 2 | BR - Qurain 1 | BR - Aswaq Al Qurain,4,25,25,18.65,47,08:00 PM,08:47 PM,1.0
OUT_0800PM_C101_T3,101,OUT,08:00 PM,BR - Aswaq Al Qurain | KFC - Aswaq Al Qurain,2,25,25,16.87,35,08:00 PM,08:35 PM,1.0
OUT_0800PM_C101_T4,101,OUT,08:00 PM,KFC - Qureen | Hardees - Qurain Markets,2,18,25,21.1,41,08:00 PM,08:41 PM,0.72
OUT_0800PM_C102_T1,102,OUT,08:00 PM,BR - Al Fintas | KFC - Augiela 2 | BR - The Gate Mall | Hardees - Augiela 2,4,25,25,9.81,34,08:00 PM,08:34 PM,1.0
OUT_0800PM_C102_T2,102,OUT,08:00 PM,Hardees - Augiela 2 | KFC - Loft Fintas,2,25,25,9.91,24,08:00 PM,08:24 PM,1.0
OUT_0800PM_C102_T3,102,OUT,08:00 PM,KFC - Loft Fintas | KFC - Village | Hardees - Village,3,25,25,14.96,37,08:00 PM,08:37 PM,1.0
OUT_0800PM_C102_T4,102,OUT,08:00 PM,BR - Divonne | Wimpy - Divonne Complex,2,12,25,15.23,32,08:00 PM,08:32 PM,0.48
OUT_0800PM_C103_T1,103,OUT,08:00 PM,Wimpy - Abu Halifa | KFC - Al Mahboola,2,25,25,3.99,15,08:00 PM,08:15 PM,1.0
OUT_0800PM_C103_T2,103,OUT,08:00 PM,KFC - Al Mahboola | Hardees - Al Fintas | BR - Qurain 2 | BR - Fahd El Ahmed,4,25,25,5.94,28,08:00 PM,08:28 PM,1.0
OUT_0800PM_C103_T3,103,OUT,08:00 PM,BR - Fahd El Ahmed | Hardees - Fahd El Ahmed | BR - Reqa | KFC - Abo Helifa | Hardees - Al Sbahiya,5,25,25,14.08,46,08:00 PM,08:46 PM,1.0
OUT_0800PM_C103_T4,103,OUT,08:00 PM,Hardees - Al Sbahiya | KFC - Mangaf 2 | KFC - Al Mangaf,3,25,25,12.46,33,08:00 PM,08:33 PM,1.0
OUT_0800PM_C103_T5,103,OUT,08:00 PM,KFC - Al Mangaf,1,5,25,10.96,21,08:00 PM,08:21 PM,0.2
OUT_0800PM_C104_T1,104,OUT,08:00 PM,Hardees - Sabah Al Ahmed | Hardees - Khiran Hybrid Outlet | Hardees - Khairan,3,25,25,132.5,213,08:00 PM,11:33 PM,1.0
OUT_0800PM_C104_T2,104,OUT,08:00 PM,Hardees - Khairan,1,9,25,117.79,181,08:00 PM,11:01 PM,0.36
OUT_0900AM_C105_T1,105,OUT,09:00 AM,Hardees - Sabah Al Ahmed,1,24,25,79.87,124,09:00 AM,11:04 AM,0.96
OUT_0900AM_C106_T1,106,OUT,09:00 AM,Hardees - Al Sbahiya | Hardees - Al Qureen 2,2,25,25,22.72,44,09:00 AM,09:44 AM,1.0
OUT_0900AM_C106_T2,106,OUT,09:00 AM,Hardees - Al Qureen 2 | Wimpy - Divonne Complex,2,7,25,17.9,36,09:00 AM,09:36 AM,0.28
OUT_0900PM_C107_T1,107,OUT,09:00 PM,KFC - Alreqa | Hardees - Al Qureen 2 | Hardees - Adan,3,25,25,22.92,49,09:00 PM,09:49 PM,1.0
OUT_0900PM_C107_T2,107,OUT,09:00 PM,Hardees - Adan,1,2,25,21.19,36,09:00 PM,09:36 PM,0.08
OUT_1000AM_C108_T1,108,OUT,10:00 AM,Hardees - Al Qureen 2,1,9,25,15.08,27,10:00 AM,10:27 AM,0.36
OUT_1000PM_C109_T1,109,OUT,10:00 PM,Hardees - Al Qureen 2 | BR - Kout Mall | Hardees - Khiran Hybrid Outlet,3,14,25,129.53,209,10:00 PM,01:29 AM,0.56
OUT_1100PM_C110_T1,110,OUT,11:00 PM,Wimpy - Divonne Complex | TGIF - The Lake Mall,2,25,25,15.72,33,11:00 PM,11:33 PM,1.0
OUT_1100PM_C110_T2,110,OUT,11:00 PM,TGIF - The Lake Mall,1,25,25,15.72,28,11:00 PM,11:28 PM,1.0
OUT_1100PM_C110_T3,110,OUT,11:00 PM,TGIF - The Lake Mall,1,22,25,15.72,28,11:00 PM,11:28 PM,0.88
OUT_1100PM_C111_T1,111,OUT,11:00 PM,Hardees - Khiran Hybrid Outlet,1,2,25,114.52,176,11:00 PM,01:56 AM,0.08
OUT_1100PM_C112_T1,112,OUT,11:00 PM,KFC - Adan | Hardees - Adan,2,9,25,21.19,41,11:00 PM,11:41 PM,0.36
OUT_1100PM_C113_T1,113,OUT,11:00 PM,TGIF - Al Kout Mall,1,25,25,15.56,28,11:00 PM,11:28 PM,1.0
OUT_1100PM_C113_T2,113,OUT,11:00 PM,TGIF - Al Kout Mall,1,25,25,15.56,28,11:00 PM,11:28 PM,1.0
OUT_1100PM_C113_T3,113,OUT,11:00 PM,TGIF - Al Kout Mall | Krispy Kreme - Kout Mall,2,12,25,15.85,33,11:00 PM,11:33 PM,0.48
OUT_1100PM_C114_T1,114,OUT,11:00 PM,TGIF - Abu Halifa,1,25,25,2.09,8,11:00 PM,11:08 PM,1.0
OUT_1100PM_C114_T2,114,OUT,11:00 PM,TGIF - Abu Halifa,1,25,25,2.09,8,11:00 PM,11:08 PM,1.0
OUT_1100PM_C114_T3,114,OUT,11:00 PM,TGIF - Abu Halifa | Wimpy - Abu Halifa | TGIF - Gate Mall,3,25,25,8.32,27,11:00 PM,11:27 PM,1.0
OUT_1100PM_C114_T4,114,OUT,11:00 PM,TGIF - Gate Mall | KFC - Al Zahr,2,18,25,12.87,29,11:00 PM,11:29 PM,0.72
OUT_1200AM_C115_T1,115,OUT,12:00 AM,Krispy Kreme - Khiran Square M | Krispy Kreme - Khiran Hybrid O,2,3,25,114.89,182,12:00 AM,03:02 AM,0.12
OUT_1200AM_C116_T1,116,OUT,12:00 AM,KFC - Abo Helifa | KFC - Al Bairak Mall,2,25,25,10.95,26,12:00 AM,12:26 AM,1.0
OUT_1200AM_C116_T2,116,OUT,12:00 AM,KFC - Al Bairak Mall | BR - Al Bairak Mall | Hardees - Al Qureen,3,25,25,22.6,48,12:00 AM,12:48 AM,1.0
OUT_1200AM_C116_T3,116,OUT,12:00 AM,Hardees - Al Qureen | KFC - Om El Himan,2,25,25,63.97,105,12:00 AM,01:45 AM,1.0
OUT_1200AM_C116_T4,116,OUT,12:00 AM,KFC - Om El Himan,1,20,25,41.68,67,12:00 AM,01:07 AM,0.8
OUT_1200PM_C117_T1,117,OUT,12:00 PM,KFC - Fahd Al Ahmad | Krispy Kreme - Khiran Hybrid O,2,15,25,115.41,183,12:00 PM,03:03 PM,0.6
OUT_1200AM_C118_T1,118,OUT,12:00: AM,Hardees - Al Qureen,1,1,25,22.57,38,,,0.04
OUT_100AM_C119_T1,119,OUT,1:00: AM,Hardees - Al Qureen,1,1,25,22.57,38,,,0.04
OUT_200AM_C120_T1,120,OUT,2:00: AM,Hardees - Al Qureen,1,1,25,22.57,38,,,0.04
OUT_5AM_C121_T1,121,OUT,5AM,Hardees - Al Sbahiya | Hardees - Sabah Al Ahmed,2,2,25,79.88,129,05:00 AM,07:09 AM,0.08
OUT_ _C122_T1,122,OUT, ,Hardees - Sabah Al Salem Block,1,13,25,27.63,46,,,0.52
OUT_ _C123_T1,123,OUT, ,Hardees - Adan,1,25,25,21.19,36,,,1.0
OUT_ _C123_T2,123,OUT, ,Hardees - Adan,1,25,25,21.19,36,,,1.0
OUT_ _C123_T3,123,OUT, ,Hardees - Adan,1,25,25,21.19,36,,,1.0
OUT_ _C123_T4,123,OUT, ,Hardees - Adan | Hardees - Al Qureen,2,25,25,23.34,45,,,1.0
OUT_ _C123_T5,123,OUT, ,Hardees - Al Qureen,1,25,25,22.57,38,,,1.0
OUT_ _C123_T6,123,OUT, ,Hardees - Al Qureen,1,25,25,22.57,38,,,1.0
OUT_ _C123_T7,123,OUT, ,Hardees - Al Qureen,1,25,25,22.57,38,,,1.0
OUT_ _C123_T8,123,OUT, ,Hardees - Al Qureen,1,18,25,22.57,38,,,0.72
OUT_ _C124_T1,124,OUT, ,Hardees - Village,1,25,25,14.86,27,,,1.0
OUT_ _C124_T2,124,OUT, ,Hardees - Village,1,25,25,14.86,27,,,1.0
OUT_ _C124_T3,124,OUT, ,Hardees - Village,1,25,25,14.86,27,,,1.0
OUT_ _C124_T4,124,OUT, ,Hardees - Village,1,20,25,14.86,27,,,0.8
OUT_ _C125_T1,125,OUT, ,Hardees - Al Qureen 2,1,25,25,15.08,27,,,1.0
OUT_ _C125_T2,125,OUT, ,Hardees - Al Qureen 2,1,25,25,15.08,27,,,1.0
OUT_ _C125_T3,125,OUT, ,Hardees - Al Qureen 2,1,25,25,15.08,27,,,1.0
OUT_ _C125_T4,125,OUT, ,Hardees - Al Qureen 2,1,25,25,15.08,27,,,1.0
OUT_ _C125_T5,125,OUT, ,Hardees - Al Qureen 2,1,1,25,15.08,27,,,0.04
OUT_ _C126_T1,126,OUT, ,Hardees - Sabah Al Salem,1,9,25,27.62,46,,,0.36
OUT_ _C127_T1,127,OUT, ,Hardees - Qurain Markets,1,25,25,17.93,31,,,1.0
OUT_ _C127_T2,127,OUT, ,Hardees - Qurain Markets,1,23,25,17.93,31,,,0.92
