trip_id,cluster_id,window_type,window_time,store_sequence,store_count,passenger_count,capacity,route_distance_km,trip_duration_min,trip_start_time,trip_end_time,occupancy
IN_0100PM_C1_T1,1,IN,01:00 PM,TGIF - Al Kout Mall | TGIF - The Lake Mall | Hardees - Khiran Hybrid Outlet,3,25,25,145.63,233,09:07 AM,01:00 PM,1.0
IN_0200PM_C2_T1,2,IN,02:00 PM,Wimpy - Divonne Complex | TGIF - The Lake Mall,2,25,25,15.72,33,01:27 PM,02:00 PM,1.0
IN_0200PM_C2_T2,2,IN,02:00 PM,TGIF - The Lake Mall,1,6,25,15.72,28,01:32 PM,02:00 PM,0.24
IN_0200PM_C3_T1,3,IN,02:00 PM,KFC - Adan | Hardees - Al Qureen,2,15,25,23.32,44,01:16 PM,02:00 PM,0.6
IN_0200PM_C4_T1,4,IN,02:00 PM,TGIF - Al Kout Mall,1,25,25,15.56,28,01:32 PM,02:00 PM,1.0
IN_0200PM_C4_T2,4,IN,02:00 PM,TGIF - Al Kout Mall,1,9,25,15.56,28,01:32 PM,02:00 PM,0.36
IN_0200PM_C5_T1,5,IN,02:00 PM,TGIF - Abu Halifa | TGIF - Gate Mall,2,25,25,8.32,22,01:38 PM,02:00 PM,1.0
IN_0200PM_C5_T2,5,IN,02:00 PM,TGIF - Gate Mall,1,25,25,7.48,16,01:44 PM,02:00 PM,1.0
IN_0200PM_C5_T3,5,IN,02:00 PM,TGIF - Gate Mall | KFC - Al Zahr,2,22,25,12.87,29,01:31 PM,02:00 PM,0.88
IN_0400AM_C6_T1,6,IN,04:00 AM,KFC - Fahd Al Ahmad,1,14,25,3.4,10,03:50 AM,04:00 AM,0.56
IN_0400PM_C7_T1,7,IN,04:00 PM,KFC - Village | TGIF - The Lake Mall,2,25,25,15.72,33,03:27 PM,04:00 PM,1.0
IN_0400PM_C7_T2,7,IN,04:00 PM,TGIF - The Lake Mall,1,23,25,15.72,28,03:32 PM,04:00 PM,0.92
IN_0400PM_C8_T1,8,IN,04:00 PM,Hardees - Al Qureen 2 | KFC - Qureen,2,17,25,17.61,36,03:24 PM,04:00 PM,0.68
IN_0400PM_C9_T1,9,IN,04:00 PM,Hardees - Al Qureen | Hardees - Sabah Al Salem | Hardees - Sabah Al Salem Block,3,19,25,30.41,60,03:00 PM,04:00 PM,0.76
IN_0400PM_C10_T1,10,IN,04:00 PM,TGIF - Abu Halifa | KFC - Alreqa,2,25,25,5.23,17,03:43 PM,04:00 PM,1.0
IN_0400PM_C10_T2,10,IN,04:00 PM,KFC - Alreqa | KFC - Augiela 2 | TGIF - Gate Mall,3,25,25,9.05,28,03:32 PM,04:00 PM,1.0
IN_0400PM_C10_T3,10,IN,04:00 PM,TGIF - Gate Mall | KFC - Mangaf 2,2,25,25,16.69,35,03:25 PM,04:00 PM,1.0
IN_0400PM_C10_T4,10,IN,04:00 PM,KFC - Mangaf 2,1,3,25,9.42,19,03:41 PM,04:00 PM,0.12
IN_0400PM_C11_T1,11,IN,04:00 PM,TGIF - Al Kout Mall | KFC - Al Kout Mall,2,25,25,15.78,33,03:27 PM,04:00 PM,1.0
IN_0400PM_C11_T2,11,IN,04:00 PM,KFC - Al Kout Mall | KFC - Om El Himan,2,25,25,41.7,72,02:48 PM,04:00 PM,1.0
IN_0400PM_C11_T3,11,IN,04:00 PM,KFC - Om El Himan,1,1,25,41.68,67,02:53 PM,04:00 PM,0.04
IN_0500PM_C12_T1,12,IN,05:00 PM,KFC - Alreqa,1,25,25,3.28,9,04:51 PM,05:00 PM,1.0
IN_0500PM_C12_T2,12,IN,05:00 PM,KFC - Alreqa,1,17,25,3.28,9,04:51 PM,05:00 PM,0.68
IN_0500PM_C13_T1,13,IN,05:00 PM,KFC - Khiran Outlet,1,25,25,114.57,176,02:04 PM,05:00 PM,1.0
IN_0500PM_C13_T2,13,IN,05:00 PM,KFC - Khiran Outlet,1,3,25,114.57,176,02:04 PM,05:00 PM,0.12
IN_0600AM_C14_T1,14,IN,06:00 AM,KFC - Fahd Al Ahmad,1,14,25,3.4,10,05:50 AM,06:00 AM,0.56
IN_0600PM_C15_T1,15,IN,06:00 PM,Tikka - Fahaheel DK,1,12,25,99.14,153,03:27 PM,06:00 PM,0.48
IN_0600PM_C16_T1,16,IN,06:00 PM,Wimpy - Abu Halifa,1,25,25,2.1,8,05:52 PM,06:00 PM,1.0
IN_0600PM_C16_T2,16,IN,06:00 PM,Wimpy - Abu Halifa | KFC - Al Mahboola,2,25,25,3.99,15,05:45 PM,06:00 PM,1.0
IN_0600PM_C16_T3,16,IN,06:00 PM,KFC - Al Mahboola | Hardees - Al Fintas | Hardees - Fahd El Ahmed,3,25,25,5.93,23,05:37 PM,06:00 PM,1.0
IN_0600PM_C16_T4,16,IN,06:00 PM,Hardees - Fahd El Ahmed | KFC - Abo Helifa,2,25,25,6.06,19,05:41 PM,06:00 PM,1.0
IN_0600PM_C16_T5,16,IN,06:00 PM,KFC - Abo Helifa | Hardees - Al Sbahiya | KFC - Mangaf 2,3,25,25,11.9,32,05:28 PM,06:00 PM,1.0
IN_0600PM_C16_T6,16,IN,06:00 PM,KFC - Mangaf 2,1,25,25,9.42,19,05:41 PM,06:00 PM,1.0
IN_0600PM_C16_T7,16,IN,06:00 PM,KFC - Mangaf 2 | KFC - Al Mangaf | KFC - Fahaheel,3,25,25,15.91,38,05:22 PM,06:00 PM,1.0
IN_0600PM_C16_T8,16,IN,06:00 PM,KFC - Fahaheel | Krispy Kreme - Fahaheel,2,25,25,15.57,33,05:27 PM,06:00 PM,1.0
IN_0600PM_C16_T9,16,IN,06:00 PM,Hardees - Al Fahaheel | KFC - Al Ahmadi | Hardees - Al Ahmadi,3,25,25,23.35,50,05:10 PM,06:00 PM,1.0
IN_0600PM_C16_T10,16,IN,06:00 PM,Hardees - Al Ahmadi,1,3,25,17.77,31,05:29 PM,06:00 PM,0.12
IN_0600PM_C17_T1,17,IN,06:00 PM,Hardees - Om El Himan | KFC - Om El Himan,2,25,25,41.69,72,04:48 PM,06:00 PM,1.0
IN_0600PM_C17_T2,17,IN,06:00 PM,KFC - Om El Himan,1,14,25,41.68,67,04:53 PM,06:00 PM,0.56
IN_0600PM_C18_T1,18,IN,06:00 PM,Krispy Kreme - Gate Mall | KFC - Augiela 2 | Hardees - Augiela 2,3,25,25,7.84,26,05:34 PM,06:00 PM,1.0
IN_0600PM_C18_T2,18,IN,06:00 PM,Hardees - Augiela 2 | KFC - Loft Fintas,2,25,25,9.91,24,05:36 PM,06:00 PM,1.0
IN_0600PM_C18_T3,18,IN,06:00 PM,KFC - Loft Fintas | Hardees - Al Zahr,2,25,25,15.03,32,05:28 PM,06:00 PM,1.0
IN_0600PM_C18_T4,18,IN,06:00 PM,Hardees - Al Zahr | KFC - Al Zahr,2,25,25,11.66,27,05:33 PM,06:00 PM,1.0
IN_0600PM_C18_T5,18,IN,06:00 PM,KFC - Al Zahr | KFC Mubarek El-Kaber(Qurain 2),2,25,25,14.52,31,05:29 PM,06:00 PM,1.0
IN_0600PM_C18_T6,18,IN,06:00 PM,KFC Mubarek El-Kaber(Qurain 2),1,25,25,11.98,22,05:38 PM,06:00 PM,1.0
IN_0600PM_C18_T7,18,IN,06:00 PM,KFC Mubarek El-Kaber(Qurain 2) | KFC - Village | Hardees - Village | Hardees - Al Qureen 2,4,25,25,19.8,49,05:11 PM,06:00 PM,1.0
IN_0600PM_C18_T8,18,IN,06:00 PM,Hardees - Al Qureen 2 | Tikka - Qurain,2,25,25,15.1,32,05:28 PM,06:00 PM,1.0
IN_0600PM_C18_T9,18,IN,06:00 PM,Tikka - Qurain,1,25,25,15.1,27,05:33 PM,06:00 PM,1.0
IN_0600PM_C18_T10,18,IN,06:00 PM,Tikka - Qurain | Krispy Kreme - Divonne | Wimpy - Divonne Complex | Krispy Kreme - Aswaq Al Qurain,4,25,25,24.0,56,05:04 PM,06:00 PM,1.0
IN_0600PM_C18_T11,18,IN,06:00 PM,Krispy Kreme - Aswaq Al Qurain | Hardees - Qurain Markets,2,7,25,18.09,37,05:23 PM,06:00 PM,0.28
IN_0600PM_C19_T1,19,IN,06:00 PM,KFC - Adan | Hardees - Adan,2,25,25,21.19,41,05:19 PM,06:00 PM,1.0
IN_0600PM_C19_T2,19,IN,06:00 PM,Hardees - Adan | Hardees - Al Qureen | KFC - S Al Salem,3,25,25,26.03,54,05:06 PM,06:00 PM,1.0
IN_0600PM_C19_T3,19,IN,06:00 PM,KFC - S Al Salem | Krispy Kreme - Sabah Al Salem | Hardees - Sabah Al Salem,3,25,25,31.27,61,04:59 PM,06:00 PM,1.0
IN_0600PM_C19_T4,19,IN,06:00 PM,Hardees - Sabah Al Salem | Hardees - Sabah Al Salem Block,2,25,25,30.41,55,05:05 PM,06:00 PM,1.0
IN_0600PM_C19_T5,19,IN,06:00 PM,Hardees - Sabah Al Salem Block,1,2,25,27.63,46,05:14 PM,06:00 PM,0.08
IN_0600PM_C20_T1,20,IN,06:00 PM,KFC - Sabah Al Ahmad 2,1,25,25,79.85,124,03:56 PM,06:00 PM,1.0
IN_0600PM_C20_T2,20,IN,06:00 PM,KFC - Sabah Al Ahmad 2 | Hardees - Sabah Al Ahmed,2,25,25,79.88,129,03:51 PM,06:00 PM,1.0
IN_0600PM_C20_T3,20,IN,06:00 PM,Hardees - Sabah Al Ahmed | Krispy Kreme - Khiran Square M,2,25,25,126.03,199,02:41 PM,06:00 PM,1.0
IN_0600PM_C20_T4,20,IN,06:00 PM,Krispy Kreme - Khiran Square M | Hardees - Khiran Hybrid Outlet | Krispy Kreme - Khiran Hybrid O | Hardees - Khairan,4,22,25,118.62,197,02:43 PM,06:00 PM,0.88
IN_0700PM_C21_T1,21,IN,07:00 PM,BR - Sabah Al Ahmed Coop | BR - Khiran Outlet,2,21,25,130.86,206,03:34 PM,07:00 PM,0.84
IN_0700PM_C22_T1,22,IN,07:00 PM,KFC - Alreqa,1,25,25,3.28,9,06:51 PM,07:00 PM,1.0
IN_0700PM_C22_T2,22,IN,07:00 PM,KFC - Alreqa | BR - The Gate Mall,2,25,25,8.89,23,06:37 PM,07:00 PM,1.0
IN_0700PM_C22_T3,22,IN,07:00 PM,BR - The Gate Mall | BR - Kout Mall,2,13,25,23.07,44,06:16 PM,07:00 PM,0.52
IN_0800AM_C23_T1,23,IN,08:00 AM,KFC - Fahd Al Ahmad,1,25,25,3.4,10,07:50 AM,08:00 AM,1.0
IN_0800AM_C23_T2,23,IN,08:00 AM,KFC - Fahd Al Ahmad | Hardees - Al Zahr,2,22,25,13.21,29,07:31 AM,08:00 AM,0.88
IN_0800PM_C24_T1,24,IN,08:00 PM,KFC - Adan,1,25,25,21.15,36,07:24 PM,08:00 PM,1.0
IN_0800PM_C24_T2,24,IN,08:00 PM,KFC - Adan | Hardees - Adan | Hardees - Al Qureen,3,25,25,23.34,50,07:10 PM,08:00 PM,1.0
IN_0800PM_C24_T3,24,IN,08:00 PM,Hardees - Al Qureen | BR - Qurain 3,2,25,25,22.79,44,07:16 PM,08:00 PM,1.0
IN_0800PM_C24_T4,24,IN,08:00 PM,BR - Qurain 3 | KFC - Sabah Al Salem 2,2,25,25,26.49,49,07:11 PM,08:00 PM,1.0
IN_0800PM_C24_T5,24,IN,08:00 PM,KFC - Sabah Al Salem 2,1,25,25,25.03,42,07:18 PM,08:00 PM,1.0
IN_0800PM_C24_T6,24,IN,08:00 PM,KFC - Sabah Al Salem 2 | KFC - S Al Salem,2,25,25,26.54,49,07:11 PM,08:00 PM,1.0
IN_0800PM_C24_T7,24,IN,08:00 PM,KFC - S Al Salem | BR - Sabah Al Salem Block 1,2,25,25,28.51,52,07:08 PM,08:00 PM,1.0
IN_0800PM_C24_T8,24,IN,08:00 PM,BR - Sabah Al Salem Block 1 | Hardees - Sabah Al Salem,2,25,25,30.4,55,07:05 PM,08:00 PM,1.0
IN_0800PM_C24_T9,24,IN,08:00 PM,Hardees - Sabah Al Salem | Hardees - Sabah Al Salem Block,2,25,25,30.41,55,07:05 PM,08:00 PM,1.0
IN_0800PM_C24_T10,24,IN,08:00 PM,Hardees - Sabah Al Salem Block,1,11,25,27.63,46,07:14 PM,08:00 PM,0.44
IN_0800PM_C25_T1,25,IN,08:00 PM,Hardees - Om El Himan,1,25,25,41.67,67,06:53 PM,08:00 PM,1.0
IN_0800PM_C25_T2,25,IN,08:00 PM,Hardees - Om El Himan | KFC - Om El Himan,2,25,25,41.69,72,06:48 PM,08:00 PM,1.0
IN_0800PM_C25_T3,25,IN,08:00 PM,KFC - Om El Himan,1,25,25,41.68,67,06:53 PM,08:00 PM,1.0
IN_0800PM_C25_T4,25,IN,08:00 PM,KFC - Om El Himan,1,25,25,41.68,67,06:53 PM,08:00 PM,1.0
IN_0800PM_C25_T5,25,IN,08:00 PM,KFC - Om El Himan | KFC - Sabah Al Ahmad 2,2,25,25,82.5,133,05:47 PM,08:00 PM,1.0
IN_0800PM_C25_T6,25,IN,08:00 PM,KFC - Sabah Al Ahmad 2,1,25,25,79.85,124,05:56 PM,08:00 PM,1.0
IN_0800PM_C25_T7,25,IN,08:00 PM,KFC - Sabah Al Ahmad 2 | Hardees - Sabah Al Ahmed,2,25,25,79.88,129,05:51 PM,08:00 PM,1.0
IN_0800PM_C25_T8,25,IN,08:00 PM,Hardees - Sabah Al Ahmed,1,21,25,79.87,124,05:56 PM,08:00 PM,0.84
IN_0800PM_C26_T1,26,IN,08:00 PM,KFC - Loft Fintas,1,25,25,7.72,16,07:44 PM,08:00 PM,1.0
IN_0800PM_C26_T2,26,IN,08:00 PM,KFC - Loft Fintas | KFC - Village,2,25,25,14.92,32,07:28 PM,08:00 PM,1.0
IN_0800PM_C26_T3,26,IN,08:00 PM,KFC - Village | Hardees - Village,2,25,25,14.86,32,07:28 PM,08:00 PM,1.0
IN_0800PM_C26_T4,26,IN,08:00 PM,Hardees - Village | Hardees - Al Qureen 2,2,25,25,17.69,36,07:24 PM,08:00 PM,1.0
IN_0800PM_C26_T5,26,IN,08:00 PM,BR - Divonne | Wimpy - Divonne Complex,2,25,25,15.23,32,07:28 PM,08:00 PM,1.0
IN_0800PM_C26_T6,26,IN,08:00 PM,Wimpy - Divonne Complex | TGIF - The Lake Mall,2,25,25,15.72,33,07:27 PM,08:00 PM,1.0
IN_0800PM_C26_T7,26,IN,08:00 PM,TGIF - The Lake Mall | KFC - Qureen,2,25,25,19.46,39,07:21 PM,08:00 PM,1.0
IN_0800PM_C26_T8,26,IN,08:00 PM,KFC - Qureen,1,25,25,17.57,31,07:29 PM,08:00 PM,1.0
IN_0800PM_C26_T9,26,IN,08:00 PM,KFC - Qureen,1,11,25,17.57,31,07:29 PM,08:00 PM,0.44
IN_0800PM_C27_T1,27,IN,08:00 PM,Hardees - Khiran Hybrid Outlet | Hardees - Khairan,2,20,25,118.23,187,04:53 PM,08:00 PM,0.8
IN_0800PM_C28_T1,28,IN,08:00 PM,TGIF - Abu Halifa,1,25,25,2.09,8,07:52 PM,08:00 PM,1.0
IN_0800PM_C28_T2,28,IN,08:00 PM,TGIF - Abu Halifa | KFC - Al Mahboola,2,25,25,3.96,15,07:45 PM,08:00 PM,1.0
IN_0800PM_C28_T3,28,IN,08:00 PM,KFC - Al Mahboola | Hardees - Al Fintas | BR - Fahd El Ahmed,3,25,25,5.94,23,07:37 PM,08:00 PM,1.0
IN_0800PM_C28_T4,28,IN,08:00 PM,BR - Fahd El Ahmed | Hardees - Fahd El Ahmed,2,25,25,3.41,15,07:45 PM,08:00 PM,1.0
IN_0800PM_C28_T5,28,IN,08:00 PM,Hardees - Fahd El Ahmed | BR - Reqa,2,25,25,4.72,17,07:43 PM,08:00 PM,1.0
IN_0800PM_C28_T6,28,IN,08:00 PM,BR - Reqa | KFC - Abo Helifa | Hardees - Al Sbahiya,3,25,25,12.77,34,07:26 PM,08:00 PM,1.0
IN_0800PM_C28_T7,28,IN,08:00 PM,Hardees - Al Sbahiya | KFC - Mangaf 2,2,25,25,10.6,25,07:35 PM,08:00 PM,1.0
IN_0800PM_C28_T8,28,IN,08:00 PM,KFC - Mangaf 2 | Hardees - Al Mangaf,2,25,25,11.06,26,07:34 PM,08:00 PM,1.0
IN_0800PM_C28_T9,28,IN,08:00 PM,Hardees - Al Mangaf | KFC - Al Mangaf,2,25,25,11.17,26,07:34 PM,08:00 PM,1.0
IN_0800PM_C28_T10,28,IN,08:00 PM,KFC - Al Mangaf | KFC - Fahaheel,2,25,25,15.6,33,07:27 PM,08:00 PM,1.0
IN_0800PM_C28_T11,28,IN,08:00 PM,KFC - Fahaheel | TGIF - Al Kout Mall,2,25,25,15.98,33,07:27 PM,08:00 PM,1.0
IN_0800PM_C28_T12,28,IN,08:00 PM,TGIF - Al Kout Mall | Hardees - Al Fahaheel,2,25,25,15.98,33,07:27 PM,08:00 PM,1.0
IN_0800PM_C28_T13,28,IN,08:00 PM,Hardees - Al Fahaheel | KFC - Al Ahmadi,2,25,25,23.32,44,07:16 PM,08:00 PM,1.0
IN_0800PM_C28_T14,28,IN,08:00 PM,KFC - Al Ahmadi | Hardees - Al Ahmadi,2,25,25,17.77,36,07:24 PM,08:00 PM,1.0
IN_0800PM_C28_T15,28,IN,08:00 PM,Hardees - Al Ahmadi,1,5,25,17.77,31,07:29 PM,08:00 PM,0.2
IN_0800PM_C29_T1,29,IN,08:00 PM,BR - Al Fintas | KFC - Augiela 2,2,25,25,8.89,23,07:37 PM,08:00 PM,1.0
IN_0800PM_C29_T2,29,IN,08:00 PM,KFC - Augiela 2 | Hardees - Augiela 2,2,25,25,7.39,21,07:39 PM,08:00 PM,1.0
IN_0800PM_C29_T3,29,IN,08:00 PM,Hardees - Augiela 2 | TGIF - Gate Mall,2,25,25,7.76,21,07:39 PM,08:00 PM,1.0
IN_0800PM_C29_T4,29,IN,08:00 PM,TGIF - Gate Mall | Hardees - Al Zahr,2,25,25,12.87,29,07:31 PM,08:00 PM,1.0
IN_0800PM_C29_T5,29,IN,08:00 PM,Hardees - Al Zahr | KFC - Al Zahr,2,25,25,11.66,27,07:33 PM,08:00 PM,1.0
IN_0800PM_C29_T6,29,IN,08:00 PM,KFC - Al Zahr | KFC Mubarek El-Kaber(Qurain 2),2,25,25,14.52,31,07:29 PM,08:00 PM,1.0
IN_0800PM_C29_T7,29,IN,08:00 PM,KFC Mubarek El-Kaber(Qurain 2) | KFC - Aswaq Al Qurain,2,25,25,17.13,35,07:25 PM,08:00 PM,1.0
IN_0800PM_C29_T8,29,IN,08:00 PM,KFC - Aswaq Al Qurain,1,25,25,16.87,30,07:30 PM,08:00 PM,1.0
IN_0800PM_C29_T9,29,IN,08:00 PM,KFC - Aswaq Al Qurain,1,25,25,16.87,30,07:30 PM,08:00 PM,1.0
IN_0800PM_C29_T10,29,IN,08:00 PM,KFC - Aswaq Al Qurain | Hardees - Qurain Markets,2,18,25,18.09,37,07:23 PM,08:00 PM,0.72
IN_0900AM_C30_T1,30,IN,09:00 AM,Wimpy - Abu Halifa | KFC - Al Mahboola | KFC - Alreqa,3,25,25,6.75,25,08:35 AM,09:00 AM,1.0
IN_0900AM_C30_T2,30,IN,09:00 AM,KFC - Alreqa | Hardees - Fahd El Ahmed | KFC - Fahd Al Ahmad,3,25,25,4.46,21,08:39 AM,09:00 AM,1.0
IN_0900AM_C30_T3,30,IN,09:00 AM,KFC - Fahd Al Ahmad | KFC - Abo Helifa,2,25,25,6.07,19,08:41 AM,09:00 AM,1.0
IN_0900AM_C30_T4,30,IN,09:00 AM,KFC - Abo Helifa | KFC - Al Bairak Mall | Krispy Kreme - Gate Mall | KFC - Augiela 2,4,25,25,11.72,37,08:23 AM,09:00 AM,1.0
IN_0900AM_C30_T5,30,IN,09:00 AM,KFC - Augiela 2 | Hardees - Augiela 2,2,25,25,7.39,21,08:39 AM,09:00 AM,1.0
IN_0900AM_C30_T6,30,IN,09:00 AM,Hardees - Augiela 2 | TGIF - Gate Mall | KFC - Loft Fintas | Hardees - Al Sbahiya,4,25,25,18.3,47,08:13 AM,09:00 AM,1.0
IN_0900AM_C30_T7,30,IN,09:00 AM,Hardees - Al Sbahiya | KFC - Mangaf 2 | Hardees - Al Zahr | KFC - Al Zahr,4,25,25,20.97,51,08:09 AM,09:00 AM,1.0
IN_0900AM_C30_T8,30,IN,09:00 AM,KFC - Al Zahr,1,12,25,11.65,22,08:38 AM,09:00 AM,0.48
IN_0900AM_C31_T1,31,IN,09:00 AM,Hardees - Al Mangaf | KFC - Al Mangaf,2,25,25,11.17,26,08:34 AM,09:00 AM,1.0
IN_0900AM_C31_T2,31,IN,09:00 AM,KFC - Al Mangaf | KFC - Fahaheel | Krispy Kreme - Fahaheel,3,25,25,15.62,38,08:22 AM,09:00 AM,1.0
IN_0900AM_C31_T3,31,IN,09:00 AM,Krispy Kreme - Fahaheel | Hardees - Al Fahaheel | KFC - Al Kout Mall,3,25,25,16.02,39,08:21 AM,09:00 AM,1.0
IN_0900AM_C31_T4,31,IN,09:00 AM,KFC - Al Kout Mall | KFC - Al Ahmadi | Hardees - Al Ahmadi,3,25,25,23.8,50,08:10 AM,09:00 AM,1.0
IN_0900AM_C31_T5,31,IN,09:00 AM,Hardees - Al Ahmadi | Hardees - Om El Himan | KFC - Om El Himan,3,25,25,45.71,83,07:37 AM,09:00 AM,1.0
IN_0900AM_C31_T6,31,IN,09:00 AM,KFC - Om El Himan,1,18,25,41.68,67,07:53 AM,09:00 AM,0.72
IN_0900AM_C32_T1,32,IN,09:00 AM,KFC - Sabah Al Ahmad 2,1,25,25,79.85,124,06:56 AM,09:00 AM,1.0
IN_0900AM_C32_T2,32,IN,09:00 AM,KFC - Sabah Al Ahmad 2 | Hardees - Sabah Al Ahmed,2,25,25,79.88,129,06:51 AM,09:00 AM,1.0
IN_0900AM_C32_T3,32,IN,09:00 AM,Hardees - Sabah Al Ahmed | Krispy Kreme - Khiran Square M,2,25,25,126.03,199,05:41 AM,09:00 AM,1.0
IN_0900AM_C32_T4,32,IN,09:00 AM,Krispy Kreme - Khiran Square M | Hardees - Khiran Hybrid Outlet | Krispy Kreme - Khiran Hybrid O | KFC - Khiran Outlet,4,25,25,114.97,192,05:48 AM,09:00 AM,1.0
IN_0900AM_C32_T5,32,IN,09:00 AM,KFC - Khiran Outlet | Hardees - Khairan,2,9,25,118.26,187,05:53 AM,09:00 AM,0.36
IN_0900AM_C33_T1,33,IN,09:00 AM,KFC - Adan | Hardees - Adan,2,25,25,21.19,41,08:19 AM,09:00 AM,1.0
IN_0900AM_C33_T2,33,IN,09:00 AM,Hardees - Adan | KFC - Sabah Al Salem 2 | Krispy Kreme - Sabah Al Salem | Hardees - Sabah Al Salem Block,4,25,25,27.8,61,07:59 AM,09:00 AM,1.0
IN_0900AM_C33_T3,33,IN,09:00 AM,Hardees - Sabah Al Salem Block,1,7,25,27.63,46,08:14 AM,09:00 AM,0.28
IN_0900AM_C34_T1,34,IN,09:00 AM,KFC Mubarek El-Kaber(Qurain 2) | KFC - Village,2,25,25,16.93,35,08:25 AM,09:00 AM,1.0
IN_0900AM_C34_T2,34,IN,09:00 AM,KFC - Village | Hardees - Village | Hardees - Al Qureen 2,3,25,25,17.69,41,08:19 AM,09:00 AM,1.0
IN_0900AM_C34_T3,34,IN,09:00 AM,Hardees - Al Qureen 2 | Krispy Kreme - Divonne,2,25,25,17.86,36,08:24 AM,09:00 AM,1.0
IN_0900AM_C34_T4,34,IN,09:00 AM,Wimpy - Divonne Complex | KFC - Aswaq Al Qurain | Krispy Kreme - Aswaq Al Qurain,3,25,25,21.26,46,08:14 AM,09:00 AM,1.0
IN_0900AM_C34_T5,34,IN,09:00 AM,Krispy Kreme - Aswaq Al Qurain | KFC - Qureen | Hardees - Qurain Markets,3,25,25,23.59,50,08:10 AM,09:00 AM,1.0
IN_0900AM_C34_T6,34,IN,09:00 AM,Hardees - Qurain Markets,1,4,25,17.93,31,08:29 AM,09:00 AM,0.16
IN_0900AM_C35_T1,35,IN,09:00 AM,Hardees - Al Qureen,1,25,25,22.57,38,08:22 AM,09:00 AM,1.0
IN_0900AM_C35_T2,35,IN,09:00 AM,Hardees - Al Qureen | KFC - S Al Salem,2,25,25,25.26,47,08:13 AM,09:00 AM,1.0
IN_0900AM_C35_T3,35,IN,09:00 AM,KFC - S Al Salem | Hardees - Sabah Al Salem,2,10,25,27.9,51,08:09 AM,09:00 AM,0.4
IN_0900PM_C36_T1,36,IN,09:00 PM,Hardees - Al Fintas | Hardees - Fahd El Ahmed,2,25,25,5.16,17,08:43 PM,09:00 PM,1.0
IN_0900PM_C36_T2,36,IN,09:00 PM,Hardees - Fahd El Ahmed | KFC - Al Mangaf,2,25,25,11.86,27,08:33 PM,09:00 PM,1.0
IN_0900PM_C37_T1,37,IN,09:00 PM,Hardees - Village | Hardees - Al Qureen 2,2,25,25,17.69,36,08:24 PM,09:00 PM,1.0
IN_0900PM_C37_T2,37,IN,09:00 PM,Hardees - Al Qureen 2 | Hardees - Qurain Markets | Hardees - Adan,3,25,25,26.57,54,08:06 PM,09:00 PM,1.0
IN_0900PM_C37_T3,37,IN,09:00 PM,Hardees - Adan | Hardees - Sabah Al Salem Block,2,16,25,27.78,51,08:09 PM,09:00 PM,0.64
IN_0900PM_C38_T1,38,IN,09:00 PM,Hardees - Sabah Al Ahmed | Hardees - Khairan,2,11,25,132.5,208,05:32 PM,09:00 PM,0.44
IN_1000AM_C39_T1,39,IN,10:00 AM,TGIF - Abu Halifa | TGIF - Gate Mall,2,25,25,8.32,22,09:38 AM,10:00 AM,1.0
IN_1000AM_C39_T2,39,IN,10:00 AM,TGIF - Gate Mall,1,10,25,7.48,16,09:44 AM,10:00 AM,0.4
IN_1000AM_C40_T1,40,IN,10:00 AM,KFC - Al Mangaf | TGIF - Al Kout Mall,2,25,25,15.56,33,09:27 AM,10:00 AM,1.0
IN_1000AM_C40_T2,40,IN,10:00 AM,TGIF - Al Kout Mall | BR - Kout Mall | Krispy Kreme - Kout Mall,3,17,25,15.85,38,09:22 AM,10:00 AM,0.68
IN_1000AM_C41_T1,41,IN,10:00 AM,BR - Sabah Al Ahmed Coop | KFC - Khiran Outlet,2,25,25,130.86,206,06:34 AM,10:00 AM,1.0
IN_1000AM_C41_T2,41,IN,10:00 AM,KFC - Khiran Outlet | BR - Khiran Outlet,2,10,25,114.59,181,06:59 AM,10:00 AM,0.4
IN_1000AM_C42_T1,42,IN,10:00 AM,Hardees - Al Qureen 2 | TGIF - The Lake Mall | KFC - Sabah Al Salem 2 | Hardees - Sabah Al Salem,4,25,25,31.7,67,08:53 AM,10:00 AM,1.0
IN_1000AM_C42_T2,42,IN,10:00 AM,Hardees - Sabah Al Salem,1,22,25,27.62,46,09:14 AM,10:00 AM,0.88
IN_1000PM_C43_T1,43,IN,10:00 PM,Hardees - Al Qureen 2 | KFC - Sabah Al Ahmad 2,2,9,25,93.37,150,07:30 PM,10:00 PM,0.36
IN_1100AM_C44_T1,44,IN,11:00 AM,TGIF - Abu Halifa | Wimpy - Abu Halifa | KFC - Al Mahboola,3,25,25,4.0,20,10:40 AM,11:00 AM,1.0
IN_1100AM_C44_T2,44,IN,11:00 AM,KFC - Al Mahboola,1,25,25,2.24,8,10:52 AM,11:00 AM,1.0
IN_1100AM_C44_T3,44,IN,11:00 AM,KFC - Al Mahboola | Hardees - Al Fintas | KFC - Alreqa,3,25,25,6.22,24,10:36 AM,11:00 AM,1.0
IN_1100AM_C44_T4,44,IN,11:00 AM,KFC - Alreqa | BR - Qurain 2 | BR - Fahd El Ahmed | Hardees - Fahd El Ahmed | KFC - Fahd Al Ahmad,5,25,25,4.46,31,10:29 AM,11:00 AM,1.0
