bus_id,trip_id,trip_type,shift_time,trip_start_time,trip_end_time,scheduled_trip_minutes,scheduled_deadhead_minutes,mission_passengers,original_stop_count,matched_stop_count,unmatched_stop_count,routeable_trip,fully_matched_trip,routed_store_sequence,route_distance_km,estimated_route_minutes,start_min,end_min
2,119,OUTBOUND,05:00 AM,05:00 AM,05:19 AM,19.0,9.0,20.0,5,5,0,True,True,Hardees - Qurain Markets -> KFC - Aswaq Al Qurain -> BR - Aswaq Al Qurain -> Hardees - Al Qureen 2 -> KFC Mubarek El-Kaber(Qurain 2),4.917,8.43,300,319
5,120,OUTBOUND,05:00 AM,05:00 AM,05:21 AM,21.0,9.0,9.0,5,5,0,True,True,Hardees - Al Ahmadi -> KFC - Al Ahmadi -> KFC - Al Mangaf -> Hardees - Al Mangaf -> KFC - Mangaf 2,8.022,13.75,300,321
10,121,OUTBOUND,05:00 AM,05:00 AM,05:14 AM,15.0,8.0,11.0,4,4,0,True,True,KFC - Fahaheel -> KFC - Fahd Al Ahmad -> Hardees - Fahd El Ahmed -> BR - Qurain 2,6.821,11.69,300,314
11,122,OUTBOUND,05:00 AM,05:00 AM,05:16 AM,16.0,8.0,22.0,5,5,0,True,True,Wimpy - Divonne Complex -> BR - Divonne -> Hardees - Village -> KFC - Village -> BR - Al Fintas,4.984,8.54,300,316
12,123,OUTBOUND,05:00 AM,05:00 AM,05:08 AM,8.0,6.0,5.0,2,2,0,True,True,KFC - Al Zahr -> Hardees - Al Zahr,0.018,0.03,300,308
13,124,OUTBOUND,05:30 AM,05:30 AM,06:33 AM,64.0,61.0,4.0,2,2,0,True,True,Hardees - Khairan -> KFC - Khiran Outlet,2.087,3.58,330,393
4,125,OUTBOUND,05:30 AM,05:39 AM,06:23 AM,44.0,42.0,2.0,2,2,0,True,True,Hardees - Sabah Al Ahmed -> KFC - Sabah Al Ahmad 2,0.022,0.04,339,383
1,126,OUTBOUND,05:30 AM,05:30 AM,05:57 AM,28.0,22.0,3.0,2,2,0,True,True,KFC - Om El Himan -> Hardees - Al Ahmadi,15.972,27.38,330,357
3,127,OUTBOUND,05:30 AM,05:30 AM,05:50 AM,21.0,14.0,10.0,4,4,0,True,True,Hardees - Sabah Al Salem -> KFC Mubarek El-Kaber(Qurain 2) -> Hardees - Augiela 2 -> KFC - Augiela 2,10.336,17.72,330,350
12,128,OUTBOUND,05:30 AM,05:30 AM,05:45 AM,16.0,6.0,13.0,4,4,0,True,True,KFC - Al Zahr -> KFC - Alreqa -> Hardees - Al Fintas -> KFC - Al Mahboola,8.11,13.9,330,345
10,129,OUTBOUND,05:30 AM,05:30 AM,05:34 AM,4.0,4.0,1.0,1,1,0,True,True,Hardees - Al Sbahiya,0.0,0.0,330,334
11,130,OUTBOUND,06:00 AM,06:07 AM,06:53 AM,46.0,42.0,2.0,2,2,0,True,True,Hardees - Sabah Al Ahmed -> Hardees - Om El Himan,21.756,37.3,367,413
2,131,OUTBOUND,06:00 AM,06:00 AM,06:13 AM,13.0,6.0,7.0,3,3,0,True,True,Hardees - Al Zahr -> Hardees - Augiela 2 -> Hardees - Al Fintas,7.724,13.24,360,373
5,132,OUTBOUND,06:00 AM,06:00 AM,06:05 AM,6.0,6.0,4.0,1,1,0,True,True,Hardees - Al Mangaf,0.0,0.0,360,365
1,56,INBOUND,07:30 AM,06:29 AM,06:30 AM,1.0,0.0,1.0,1,1,0,True,True,Krispy Kreme Alyia Ghalyia Tower,0.0,0.0,389,390
3,133,OUTBOUND,06:30 AM,06:30 AM,06:56 AM,26.0,22.0,9.0,3,3,0,True,True,Hardees - Om El Himan -> KFC - Al Mangaf -> KFC - Mangaf 2,16.463,28.22,390,416
6,134,OUTBOUND,06:30 AM,06:30 AM,06:52 AM,23.0,14.0,6.0,4,4,0,True,True,Hardees - Sabah Al Salem Block -> Hardees - Al Qureen -> Hardees - Adan -> Hardees - Al Qureen 2,8.487,14.55,390,412
2,135,OUTBOUND,06:30 AM,06:30 AM,06:35 AM,6.0,2.0,3.0,2,2,0,True,True,KFC - Fahd Al Ahmad -> Hardees - Al Fintas,2.329,3.99,390,395
2,57,INBOUND,08:30 AM,07:13 AM,07:30 AM,16.0,0.0,5.0,3,3,0,True,True,Hardees - Al Fintas -> KFC - Alreqa -> TGIF - The Lake Mall,10.779,18.48,433,450
3,MIX_15,MIXED,09:00 AM,07:38 AM,11:31 AM,233.0,0.0,28.0,11,11,0,True,True,Tikka - Fahaheel DK -> Hardees - Sabah Al Ahmed -> KFC - Om El Himan -> Hardees - Om El Himan -> Hardees - Sabah Al Salem Block -> Krispy Kreme - Sabah Al Salem -> KFC - S Al Salem -> KFC - Sabah Al Salem 2 -> Hardees - Adan -> KFC - Adan -> Hardees - Al Sbahiya,149.241,255.84,458,691
4,MIX_10,MIXED,09:30 AM,08:16 AM,11:01 AM,164.0,0.0,23.0,10,10,0,True,True,BR - Sabah Al Ahmed Coop -> Hardees - Sabah Al Ahmed -> KFC - Sabah Al Ahmad 2 -> Hardees - Sabah Al Salem -> KFC - S Al Salem -> Hardees - Al Ahmadi -> KFC - Al Ahmadi -> Wimpy - Divonne Complex -> Krispy Kreme - Gate Mall -> KFC - Al Bairak Mall,93.591,160.44,496,661
5,MIX_16,MIXED,09:00 AM,08:18 AM,10:09 AM,111.0,0.0,22.0,11,11,0,True,True,Hardees - Al Qureen -> Hardees - Qurain Markets -> Hardees - Al Ahmadi -> KFC - Al Ahmadi -> KFC - Qureen -> Krispy Kreme - Aswaq Al Qurain -> KFC - Aswaq Al Qurain -> KFC - Al Kout Mall -> Hardees - Al Fahaheel -> Wimpy - Divonne Complex -> Krispy Kreme - Divonne,67.166,115.14,498,609
6,60,INBOUND,10:30 AM,08:20 AM,09:30 AM,70.0,0.0,6.0,5,5,0,True,True,Hardees - Khiran Hybrid Outlet -> Krispy Kreme - Khiran Hybrid O -> KFC - Khiran Outlet -> BR - Khiran Outlet -> Hardees - Khairan,2.159,3.7,500,570
7,MIX_17,MIXED,09:00 AM,08:21 AM,09:26 AM,64.0,0.0,25.0,8,8,0,True,True,KFC - Fahaheel -> Tikka - Qurain -> Hardees - Al Qureen 2 -> Hardees - Village -> KFC - Village -> KFC Mubarek El-Kaber(Qurain 2) -> KFC - Al Zahr -> Krispy Kreme Mangaf Sultan Centr,33.57,57.55,501,566
8,MIX_18,MIXED,09:00 AM,08:23 AM,09:27 AM,64.0,0.0,22.0,11,11,0,True,True,Hardees - Al Zahr -> KFC - Al Mangaf -> Hardees - Al Mangaf -> KFC - Mangaf 2 -> KFC - Loft Fintas -> TGIF - Gate Mall -> Hardees - Augiela 2 -> KFC - Augiela 2 -> KFC - Abo Helifa -> KFC - Fahd Al Ahmad -> Wimpy - Abu Halifa,33.191,56.9,503,567
9,MIX_19,MIXED,09:00 AM,08:28 AM,08:40 AM,12.0,0.0,8.0,3,3,0,True,True,Hardees - Fahd El Ahmed -> KFC - Alreqa -> KFC - Al Mahboola,3.359,5.76,508,520
10,58,INBOUND,10:00 AM,08:37 AM,09:00 AM,22.0,0.0,8.0,4,4,0,True,True,KFC - Loft Fintas -> TGIF - Al Kout Mall -> BR - Kout Mall -> Krispy Kreme - Kout Mall,11.738,20.12,517,540
11,61,INBOUND,10:30 AM,08:44 AM,09:30 AM,45.0,0.0,2.0,2,2,0,True,True,KFC - Sabah Al Ahmad 2 -> BR - Sabah Al Ahmed Coop,1.767,3.03,524,570
9,59,INBOUND,10:00 AM,08:51 AM,09:00 AM,8.0,0.0,1.0,1,1,0,True,True,TGIF - The Lake Mall,0.0,0.0,531,540
12,MIX_11,MIXED,09:30 AM,08:55 AM,09:06 AM,11.0,0.0,4.0,1,1,0,True,True,Hardees - Al Sbahiya,0.0,0.0,535,546
13,62,INBOUND,10:30 AM,09:04 AM,09:30 AM,26.0,0.0,3.0,3,3,0,True,True,KFC - Al Mangaf -> Hardees - Al Fahaheel -> Hardees - Om El Himan,15.396,26.39,544,570
1,63,INBOUND,10:30 AM,09:12 AM,09:30 AM,18.0,1.0,6.0,4,4,0,True,True,TGIF - Abu Halifa -> BR - Al Fintas -> KFC - Loft Fintas -> KFC - Adan,10.163,17.42,552,570
2,64,INBOUND,10:30 AM,09:13 AM,09:30 AM,17.0,8.0,7.0,4,4,0,True,True,KFC - Al Mahboola -> KFC - Alreqa -> KFC - Fahd Al Ahmad -> KFC - Al Zahr,9.057,15.53,553,570
12,65,INBOUND,10:30 AM,09:22 AM,09:30 AM,8.0,0.0,4.0,2,2,0,True,True,Hardees - Al Fintas -> KFC - Mangaf 2,4.322,7.41,562,570
9,66,INBOUND,11:00 AM,09:32 AM,10:00 AM,28.0,8.0,7.0,4,4,0,True,True,KFC - Al Kout Mall -> Hardees - Om El Himan -> BR - Om El Haiman -> KFC - Om El Himan,12.992,22.27,572,600
10,67,INBOUND,11:00 AM,09:32 AM,10:00 AM,27.0,8.0,11.0,5,5,0,True,True,KFC - Adan -> BR - Qurain 3 -> KFC - Sabah Al Salem 2 -> KFC - S Al Salem -> BR - Sabah Al Salem Block 1,7.903,13.55,572,600
7,68,INBOUND,11:00 AM,09:40 AM,10:00 AM,20.0,0.0,11.0,5,5,0,True,True,Hardees - Al Qureen 2 -> BR - Qurain 1 -> Tikka - Qurain -> KFC - Qureen -> Hardees - Adan,3.591,6.16,580,600
8,70,INBOUND,11:00 AM,09:40 AM,10:00 AM,19.0,0.0,4.0,4,4,0,True,True,KFC - Mangaf 2 -> Hardees - Al Mangaf -> KFC - Al Mangaf -> KFC - Al Ahmadi,8.003,13.72,580,600
12,69,INBOUND,11:00 AM,09:44 AM,10:02 AM,18.0,5.0,14.0,5,5,0,True,True,TGIF - Gate Mall -> KFC Mubarek El-Kaber(Qurain 2) -> BR - Aswaq Al Qurain -> KFC - Aswaq Al Qurain -> Hardees - Qurain Markets,5.699,9.77,584,602
2,72,INBOUND,11:00 AM,09:46 AM,10:03 AM,17.0,6.0,12.0,5,5,0,True,True,KFC - Abo Helifa -> KFC - Fahaheel -> TGIF - Al Kout Mall -> BR - Fahaheel -> Krispy Kreme - Fahaheel,7.043,12.07,586,603
1,71,INBOUND,11:00 AM,09:50 AM,10:07 AM,16.0,11.0,12.0,5,5,0,True,True,KFC - Loft Fintas -> KFC - Village -> Hardees - Village -> BR - Divonne -> TGIF - The Lake Mall,4.095,7.02,590,607
13,73,INBOUND,11:00 AM,10:01 AM,10:17 AM,15.0,22.0,7.0,5,5,0,True,True,BR - Fahd El Ahmed -> BR - Reqa -> KFC - Augiela 2 -> BR - The Gate Mall -> Hardees - Augiela 2,5.388,9.24,601,617
8,74,INBOUND,11:00 AM,10:19 AM,10:28 AM,9.0,9.0,7.0,4,4,0,True,True,KFC - Al Mahboola -> BR - Qurain 2 -> Hardees - Fahd El Ahmed -> KFC - Fahd Al Ahmad,1.667,2.86,619,628
5,75,INBOUND,11:30 AM,10:19 AM,10:45 AM,26.0,0.0,3.0,3,3,0,True,True,KFC - Al Kout Mall -> BR - Om El Haiman -> KFC - Om El Himan,12.986,22.26,619,645
7,76,INBOUND,11:30 AM,10:21 AM,10:46 AM,25.0,11.0,6.0,4,4,0,True,True,Hardees - Adan -> Hardees - Al Qureen -> BR - Sabah Al Salem Block 1 -> Hardees - Sabah Al Salem,7.786,13.35,621,646
2,77,INBOUND,11:30 AM,10:21 AM,10:46 AM,25.0,8.0,4.0,4,4,0,True,True,Hardees - Al Zahr -> Hardees - Village -> Tikka - Qurain -> Hardees - Qurain Markets,12.078,20.7,621,646
12,78,INBOUND,11:30 AM,10:22 AM,10:36 AM,14.0,9.0,3.0,3,3,0,True,True,KFC - Alreqa -> Hardees - Fahd El Ahmed -> Hardees - Al Ahmadi,8.307,14.24,622,636
1,79,INBOUND,11:30 AM,10:26 AM,10:30 AM,4.0,8.0,1.0,1,1,0,True,True,BR - Al Bairak Mall,0.0,0.0,626,630
8,80,INBOUND,12:00 PM,10:46 AM,11:00 AM,14.0,2.0,2.0,2,2,0,True,True,TGIF - Gate Mall -> Hardees - Al Qureen,7.573,12.98,646,660
1,81,INBOUND,12:00 PM,10:55 AM,11:00 AM,4.0,4.0,1.0,1,1,0,True,True,Hardees - Al Sbahiya,0.0,0.0,655,660
4,82,INBOUND,12:30 PM,11:12 AM,11:30 AM,18.0,0.0,5.0,4,4,0,True,True,KFC - Alreqa -> BR - Fahd El Ahmed -> KFC Mubarek El-Kaber(Qurain 2) -> Hardees - Al Qureen 2,9.465,16.23,672,690
